Station Name,Measurement Timestamp,Air Temperature
Foster Weather Station,04/08/2016 12:00:00 AM,4.17
Foster Weather Station,04/08/2016 01:00:00 AM,4.06
Oak Street Weather Station,04/08/2016 01:00:00 AM,5.0
Foster Weather Station,04/08/2016 02:00:00 AM,3.56
Oak Street Weather Station,04/08/2016 02:00:00 AM,4.5
Foster Weather Station,04/08/2016 03:00:00 AM,3.39
Oak Street Weather Station,04/08/2016 03:00:00 AM,4.3
Foster Weather Station,04/08/2016 04:00:00 AM,3.06
Foster Weather Station,04/08/2016 05:00:00 AM,2.67
Foster Weather Station,04/08/2016 06:00:00 AM,2.5
Oak Street Weather Station,04/08/2016 06:00:00 AM,3.7
Oak Street Weather Station,04/08/2016 07:00:00 AM,3.9
Foster Weather Station,04/08/2016 07:00:00 AM,2.67
Oak Street Weather Station,04/08/2016 08:00:00 AM,4.5
Foster Weather Station,04/08/2016 08:00:00 AM,2.78
Foster Weather Station,04/08/2016 09:00:00 AM,2.0
Oak Street Weather Station,04/08/2016 09:00:00 AM,2.7
Foster Weather Station,04/08/2016 10:00:00 AM,1.78
Oak Street Weather Station,04/08/2016 11:00:00 AM,4.6
Foster Weather Station,04/08/2016 11:00:00 AM,3.67
Oak Street Weather Station,04/08/2016 12:00:00 PM,4.9
Foster Weather Station,04/08/2016 12:00:00 PM,2.28
Foster Weather Station,04/08/2016 01:00:00 PM,3.17
Oak Street Weather Station,04/08/2016 01:00:00 PM,3.6
Oak Street Weather Station,04/08/2016 02:00:00 PM,5.4
Foster Weather Station,04/08/2016 02:00:00 PM,3.67
Foster Weather Station,04/08/2016 03:00:00 PM,2.89
Oak Street Weather Station,04/08/2016 03:00:00 PM,3.7
Oak Street Weather Station,04/08/2016 04:00:00 PM,4.0
Foster Weather Station,04/08/2016 04:00:00 PM,4.0
Foster Weather Station,04/08/2016 05:00:00 PM,3.89
Oak Street Weather Station,04/08/2016 05:00:00 PM,1.9
Oak Street Weather Station,04/08/2016 06:00:00 PM,3.8
Foster Weather Station,04/08/2016 06:00:00 PM,3.06
Oak Street Weather Station,04/08/2016 07:00:00 PM,4.0
Foster Weather Station,04/08/2016 07:00:00 PM,3.39
Oak Street Weather Station,04/08/2016 08:00:00 PM,2.8
Foster Weather Station,04/08/2016 08:00:00 PM,1.39
Foster Weather Station,04/08/2016 09:00:00 PM,-0.06
Oak Street Weather Station,04/08/2016 09:00:00 PM,1.3
Oak Street Weather Station,04/08/2016 10:00:00 PM,-0.5
Foster Weather Station,04/08/2016 10:00:00 PM,-1.67
Foster Weather Station,04/08/2016 11:00:00 PM,0.06
Oak Street Weather Station,04/08/2016 11:00:00 PM,-0.2
Oak Street Weather Station,04/09/2016 12:00:00 AM,-0.3
Foster Weather Station,04/09/2016 12:00:00 AM,-0.78
Foster Weather Station,04/09/2016 01:00:00 AM,-2.0
Oak Street Weather Station,04/09/2016 02:00:00 AM,-1.8
Foster Weather Station,04/09/2016 02:00:00 AM,-2.56
Oak Street Weather Station,04/09/2016 03:00:00 AM,-2.2
Foster Weather Station,04/09/2016 03:00:00 AM,-3.17
Foster Weather Station,04/09/2016 04:00:00 AM,-4.0
Oak Street Weather Station,04/09/2016 04:00:00 AM,-2.7
Foster Weather Station,04/09/2016 05:00:00 AM,-3.67
Oak Street Weather Station,04/09/2016 05:00:00 AM,-3.0
Oak Street Weather Station,04/09/2016 06:00:00 AM,-3.7
Foster Weather Station,04/09/2016 06:00:00 AM,-4.89
Foster Weather Station,04/09/2016 07:00:00 AM,-4.78
Oak Street Weather Station,04/09/2016 07:00:00 AM,-3.3
Oak Street Weather Station,04/09/2016 08:00:00 AM,-2.7
Foster Weather Station,04/09/2016 08:00:00 AM,-3.67
Foster Weather Station,04/09/2016 09:00:00 AM,-2.39
Oak Street Weather Station,04/09/2016 09:00:00 AM,-1.6
Foster Weather Station,04/09/2016 10:00:00 AM,-2.39
Oak Street Weather Station,04/09/2016 10:00:00 AM,-1.5
Oak Street Weather Station,04/09/2016 11:00:00 AM,-1.2
Foster Weather Station,04/09/2016 11:00:00 AM,-2.06
Foster Weather Station,04/09/2016 12:00:00 PM,-1.78
Oak Street Weather Station,04/09/2016 12:00:00 PM,-1.0
Foster Weather Station,04/09/2016 01:00:00 PM,-1.5
Oak Street Weather Station,04/09/2016 01:00:00 PM,-0.6
Oak Street Weather Station,04/09/2016 02:00:00 PM,-0.5
Foster Weather Station,04/09/2016 02:00:00 PM,-1.17
Foster Weather Station,04/09/2016 03:00:00 PM,-1.28
Oak Street Weather Station,04/09/2016 03:00:00 PM,-0.1
Foster Weather Station,04/09/2016 04:00:00 PM,-1.06
Foster Weather Station,04/09/2016 05:00:00 PM,-0.78
Oak Street Weather Station,04/09/2016 05:00:00 PM,0.1
Foster Weather Station,04/09/2016 06:00:00 PM,-0.39
Foster Weather Station,04/09/2016 07:00:00 PM,-0.5
Oak Street Weather Station,04/09/2016 07:00:00 PM,0.5
Foster Weather Station,04/09/2016 08:00:00 PM,-0.17
Foster Weather Station,04/09/2016 09:00:00 PM,0.17
Oak Street Weather Station,04/09/2016 10:00:00 PM,1.8
Foster Weather Station,04/09/2016 10:00:00 PM,1.0
Foster Weather Station,04/09/2016 11:00:00 PM,1.17
Foster Weather Station,04/10/2016 12:00:00 AM,1.17
63rd Street Weather Station,04/10/2016 12:00:00 AM,1.3
Oak Street Weather Station,04/10/2016 12:00:00 AM,1.9
Oak Street Weather Station,04/10/2016 01:00:00 AM,2.1
Foster Weather Station,04/10/2016 02:00:00 AM,1.17
63rd Street Weather Station,04/10/2016 02:00:00 AM,1.1
63rd Street Weather Station,04/10/2016 03:00:00 AM,2.0
Foster Weather Station,04/10/2016 03:00:00 AM,1.5
63rd Street Weather Station,04/10/2016 04:00:00 AM,1.9
Foster Weather Station,04/10/2016 04:00:00 AM,1.89
63rd Street Weather Station,04/10/2016 05:00:00 AM,2.1
Foster Weather Station,04/10/2016 05:00:00 AM,1.89
Foster Weather Station,04/10/2016 06:00:00 AM,2.06
63rd Street Weather Station,04/10/2016 06:00:00 AM,2.3
Oak Street Weather Station,04/10/2016 06:00:00 AM,2.8
Foster Weather Station,04/10/2016 07:00:00 AM,2.0
63rd Street Weather Station,04/10/2016 07:00:00 AM,2.3
Foster Weather Station,04/10/2016 08:00:00 AM,2.89
Oak Street Weather Station,04/10/2016 08:00:00 AM,3.4
63rd Street Weather Station,04/10/2016 08:00:00 AM,2.9
Foster Weather Station,04/10/2016 09:00:00 AM,3.5
63rd Street Weather Station,04/10/2016 09:00:00 AM,4.6
63rd Street Weather Station,04/10/2016 10:00:00 AM,6.0
Oak Street Weather Station,04/10/2016 10:00:00 AM,6.5
Foster Weather Station,04/10/2016 10:00:00 AM,5.56
Foster Weather Station,04/10/2016 12:00:00 PM,6.28
63rd Street Weather Station,04/10/2016 12:00:00 PM,7.3
Oak Street Weather Station,04/10/2016 12:00:00 PM,7.5
Foster Weather Station,04/10/2016 01:00:00 PM,7.5
63rd Street Weather Station,04/10/2016 01:00:00 PM,6.8
Oak Street Weather Station,04/10/2016 01:00:00 PM,8.5
63rd Street Weather Station,04/10/2016 02:00:00 PM,6.4
Foster Weather Station,04/10/2016 02:00:00 PM,6.5
Oak Street Weather Station,04/10/2016 02:00:00 PM,7.5
Foster Weather Station,04/10/2016 03:00:00 PM,6.67
Oak Street Weather Station,04/10/2016 03:00:00 PM,7.8
63rd Street Weather Station,04/10/2016 03:00:00 PM,7.4
Foster Weather Station,04/10/2016 04:00:00 PM,7.28
63rd Street Weather Station,04/10/2016 04:00:00 PM,7.7
Oak Street Weather Station,04/10/2016 04:00:00 PM,8.3
Foster Weather Station,04/10/2016 05:00:00 PM,8.06
63rd Street Weather Station,04/10/2016 05:00:00 PM,8.7
Oak Street Weather Station,04/10/2016 05:00:00 PM,9.3
63rd Street Weather Station,04/10/2016 06:00:00 PM,9.2
Oak Street Weather Station,04/10/2016 06:00:00 PM,9.8
Foster Weather Station,04/10/2016 06:00:00 PM,8.78
Foster Weather Station,04/10/2016 07:00:00 PM,9.06
63rd Street Weather Station,04/10/2016 07:00:00 PM,9.8
Oak Street Weather Station,04/10/2016 07:00:00 PM,10.0
63rd Street Weather Station,04/10/2016 08:00:00 PM,10.3
Oak Street Weather Station,04/10/2016 08:00:00 PM,10.1
Foster Weather Station,04/10/2016 08:00:00 PM,9.39
63rd Street Weather Station,04/10/2016 09:00:00 PM,10.6
Foster Weather Station,04/10/2016 09:00:00 PM,9.78
Oak Street Weather Station,04/10/2016 09:00:00 PM,10.8
Foster Weather Station,04/10/2016 10:00:00 PM,10.28
63rd Street Weather Station,04/10/2016 10:00:00 PM,10.9
Oak Street Weather Station,04/10/2016 10:00:00 PM,11.3
Oak Street Weather Station,04/10/2016 11:00:00 PM,11.3
63rd Street Weather Station,04/10/2016 11:00:00 PM,11.1
Foster Weather Station,04/10/2016 11:00:00 PM,10.39
63rd Street Weather Station,04/11/2016 12:00:00 AM,11.1
Oak Street Weather Station,04/11/2016 12:00:00 AM,11.6
Foster Weather Station,04/11/2016 12:00:00 AM,10.5
Foster Weather Station,04/11/2016 01:00:00 AM,10.5
Oak Street Weather Station,04/11/2016 01:00:00 AM,11.4
63rd Street Weather Station,04/11/2016 01:00:00 AM,11.3
Oak Street Weather Station,04/11/2016 02:00:00 AM,11.2
63rd Street Weather Station,04/11/2016 02:00:00 AM,11.2
Foster Weather Station,04/11/2016 02:00:00 AM,10.5
63rd Street Weather Station,04/11/2016 03:00:00 AM,10.9
Foster Weather Station,04/11/2016 03:00:00 AM,10.28
Oak Street Weather Station,04/11/2016 03:00:00 AM,11.1
63rd Street Weather Station,04/11/2016 04:00:00 AM,10.5
Oak Street Weather Station,04/11/2016 04:00:00 AM,11.0
Foster Weather Station,04/11/2016 04:00:00 AM,9.89
Oak Street Weather Station,04/11/2016 05:00:00 AM,10.4
63rd Street Weather Station,04/11/2016 05:00:00 AM,10.4
Foster Weather Station,04/11/2016 05:00:00 AM,9.39
63rd Street Weather Station,04/11/2016 06:00:00 AM,9.8
Oak Street Weather Station,04/11/2016 06:00:00 AM,10.1
Foster Weather Station,04/11/2016 06:00:00 AM,8.89
Foster Weather Station,04/11/2016 07:00:00 AM,8.67
63rd Street Weather Station,04/11/2016 07:00:00 AM,9.5
Oak Street Weather Station,04/11/2016 07:00:00 AM,9.8
63rd Street Weather Station,04/11/2016 08:00:00 AM,9.7
Foster Weather Station,04/11/2016 08:00:00 AM,8.67
Oak Street Weather Station,04/11/2016 08:00:00 AM,9.7
63rd Street Weather Station,04/11/2016 09:00:00 AM,10.0
Oak Street Weather Station,04/11/2016 09:00:00 AM,9.9
Foster Weather Station,04/11/2016 09:00:00 AM,8.56
Foster Weather Station,04/11/2016 10:00:00 AM,8.56
Oak Street Weather Station,04/11/2016 10:00:00 AM,9.9
63rd Street Weather Station,04/11/2016 10:00:00 AM,9.6
Foster Weather Station,04/11/2016 11:00:00 AM,8.39
63rd Street Weather Station,04/11/2016 11:00:00 AM,9.6
Oak Street Weather Station,04/11/2016 11:00:00 AM,9.9
Oak Street Weather Station,04/11/2016 12:00:00 PM,10.2
Foster Weather Station,04/11/2016 12:00:00 PM,9.17
63rd Street Weather Station,04/11/2016 12:00:00 PM,9.2
Foster Weather Station,04/11/2016 01:00:00 PM,8.78
Oak Street Weather Station,04/11/2016 01:00:00 PM,10.3
63rd Street Weather Station,04/11/2016 01:00:00 PM,10.0
Foster Weather Station,04/11/2016 02:00:00 PM,8.39
Oak Street Weather Station,04/11/2016 02:00:00 PM,9.5
63rd Street Weather Station,04/11/2016 02:00:00 PM,8.6
63rd Street Weather Station,04/11/2016 03:00:00 PM,9.4
Foster Weather Station,04/11/2016 03:00:00 PM,8.89
Oak Street Weather Station,04/11/2016 03:00:00 PM,9.9
63rd Street Weather Station,04/11/2016 04:00:00 PM,10.3
Foster Weather Station,04/11/2016 04:00:00 PM,9.56
Oak Street Weather Station,04/11/2016 04:00:00 PM,10.7
63rd Street Weather Station,04/11/2016 05:00:00 PM,10.4
Foster Weather Station,04/11/2016 05:00:00 PM,10.06
Oak Street Weather Station,04/11/2016 05:00:00 PM,10.6
63rd Street Weather Station,04/11/2016 06:00:00 PM,10.5
Foster Weather Station,04/11/2016 06:00:00 PM,9.56
Oak Street Weather Station,04/11/2016 06:00:00 PM,10.3
63rd Street Weather Station,04/11/2016 07:00:00 PM,5.9
Foster Weather Station,04/11/2016 07:00:00 PM,9.28
Oak Street Weather Station,04/11/2016 07:00:00 PM,6.9
Foster Weather Station,04/11/2016 08:00:00 PM,5.28
Oak Street Weather Station,04/11/2016 08:00:00 PM,6.3
63rd Street Weather Station,04/11/2016 08:00:00 PM,5.8
Oak Street Weather Station,04/11/2016 09:00:00 PM,5.8
Foster Weather Station,04/11/2016 09:00:00 PM,5.17
63rd Street Weather Station,04/11/2016 09:00:00 PM,6.4
63rd Street Weather Station,04/11/2016 10:00:00 PM,6.1
Oak Street Weather Station,04/11/2016 10:00:00 PM,6.2
Foster Weather Station,04/11/2016 10:00:00 PM,4.89
63rd Street Weather Station,04/11/2016 11:00:00 PM,5.7
Foster Weather Station,04/11/2016 11:00:00 PM,4.89
Oak Street Weather Station,04/11/2016 11:00:00 PM,5.7
Oak Street Weather Station,04/12/2016 12:00:00 AM,5.6
63rd Street Weather Station,04/12/2016 12:00:00 AM,5.6
Foster Weather Station,04/12/2016 12:00:00 AM,4.5
Oak Street Weather Station,04/12/2016 01:00:00 AM,5.1
63rd Street Weather Station,04/12/2016 01:00:00 AM,5.1
Foster Weather Station,04/12/2016 01:00:00 AM,4.5
63rd Street Weather Station,04/12/2016 02:00:00 AM,5.0
Foster Weather Station,04/12/2016 02:00:00 AM,3.89
Oak Street Weather Station,04/12/2016 02:00:00 AM,5.1
Oak Street Weather Station,04/12/2016 03:00:00 AM,4.5
Foster Weather Station,04/12/2016 03:00:00 AM,3.39
63rd Street Weather Station,04/12/2016 03:00:00 AM,4.5
Foster Weather Station,04/12/2016 04:00:00 AM,2.78
63rd Street Weather Station,04/12/2016 04:00:00 AM,4.4
Oak Street Weather Station,04/12/2016 04:00:00 AM,4.2
Foster Weather Station,04/12/2016 05:00:00 AM,2.0
63rd Street Weather Station,04/12/2016 05:00:00 AM,3.6
Oak Street Weather Station,04/12/2016 05:00:00 AM,3.8
Foster Weather Station,04/12/2016 06:00:00 AM,1.56
63rd Street Weather Station,04/12/2016 06:00:00 AM,2.9
Oak Street Weather Station,04/12/2016 06:00:00 AM,3.0
Oak Street Weather Station,04/12/2016 07:00:00 AM,3.2
63rd Street Weather Station,04/12/2016 07:00:00 AM,3.2
Foster Weather Station,04/12/2016 07:00:00 AM,1.67
Foster Weather Station,04/12/2016 08:00:00 AM,2.39
Oak Street Weather Station,04/12/2016 08:00:00 AM,3.6
63rd Street Weather Station,04/12/2016 08:00:00 AM,3.6
63rd Street Weather Station,04/12/2016 09:00:00 AM,3.8
Foster Weather Station,04/12/2016 09:00:00 AM,2.56
Oak Street Weather Station,04/12/2016 09:00:00 AM,3.5
Oak Street Weather Station,04/12/2016 10:00:00 AM,3.5
Foster Weather Station,04/12/2016 10:00:00 AM,2.56
63rd Street Weather Station,04/12/2016 10:00:00 AM,3.8
Foster Weather Station,04/12/2016 11:00:00 AM,2.67
Oak Street Weather Station,04/12/2016 11:00:00 AM,3.6
63rd Street Weather Station,04/12/2016 11:00:00 AM,3.5
63rd Street Weather Station,04/12/2016 12:00:00 PM,3.6
Oak Street Weather Station,04/12/2016 12:00:00 PM,3.6
Foster Weather Station,04/12/2016 12:00:00 PM,2.78
Oak Street Weather Station,04/12/2016 01:00:00 PM,3.5
63rd Street Weather Station,04/12/2016 01:00:00 PM,3.4
Foster Weather Station,04/12/2016 01:00:00 PM,2.67
Foster Weather Station,04/12/2016 02:00:00 PM,2.78
63rd Street Weather Station,04/12/2016 02:00:00 PM,3.5
Oak Street Weather Station,04/12/2016 02:00:00 PM,3.5
Oak Street Weather Station,04/12/2016 03:00:00 PM,3.5
63rd Street Weather Station,04/12/2016 03:00:00 PM,3.9
Foster Weather Station,04/12/2016 03:00:00 PM,2.89
Oak Street Weather Station,04/12/2016 04:00:00 PM,4.1
Foster Weather Station,04/12/2016 04:00:00 PM,3.0
63rd Street Weather Station,04/12/2016 04:00:00 PM,4.2
Foster Weather Station,04/12/2016 05:00:00 PM,3.06
Oak Street Weather Station,04/12/2016 05:00:00 PM,4.1
63rd Street Weather Station,04/12/2016 05:00:00 PM,3.9
63rd Street Weather Station,04/12/2016 06:00:00 PM,3.9
Foster Weather Station,04/12/2016 06:00:00 PM,3.28
Oak Street Weather Station,04/12/2016 06:00:00 PM,4.1
Oak Street Weather Station,04/12/2016 07:00:00 PM,3.9
Foster Weather Station,04/12/2016 07:00:00 PM,3.28
63rd Street Weather Station,04/12/2016 07:00:00 PM,3.7
63rd Street Weather Station,04/12/2016 08:00:00 PM,3.8
Oak Street Weather Station,04/12/2016 08:00:00 PM,4.0
Foster Weather Station,04/12/2016 08:00:00 PM,3.28
63rd Street Weather Station,04/12/2016 09:00:00 PM,4.4
Foster Weather Station,04/12/2016 10:00:00 PM,3.56
Oak Street Weather Station,04/12/2016 10:00:00 PM,4.5
63rd Street Weather Station,04/12/2016 10:00:00 PM,4.4
63rd Street Weather Station,04/12/2016 11:00:00 PM,4.5
Oak Street Weather Station,04/12/2016 11:00:00 PM,4.3
Foster Weather Station,04/12/2016 11:00:00 PM,3.5
63rd Street Weather Station,04/13/2016 12:00:00 AM,4.5
Oak Street Weather Station,04/13/2016 12:00:00 AM,4.6
Foster Weather Station,04/13/2016 12:00:00 AM,3.56
Oak Street Weather Station,04/13/2016 01:00:00 AM,5.0
63rd Street Weather Station,04/13/2016 01:00:00 AM,4.8
Foster Weather Station,04/13/2016 01:00:00 AM,3.78
Oak Street Weather Station,04/13/2016 02:00:00 AM,5.6
Foster Weather Station,04/13/2016 02:00:00 AM,4.17
63rd Street Weather Station,04/13/2016 02:00:00 AM,5.2
Oak Street Weather Station,04/13/2016 03:00:00 AM,5.5
63rd Street Weather Station,04/13/2016 03:00:00 AM,5.0
Foster Weather Station,04/13/2016 03:00:00 AM,4.39
Foster Weather Station,04/13/2016 04:00:00 AM,4.39
63rd Street Weather Station,04/13/2016 04:00:00 AM,4.8
Oak Street Weather Station,04/13/2016 04:00:00 AM,4.9
Oak Street Weather Station,04/13/2016 05:00:00 AM,4.7
Foster Weather Station,04/13/2016 05:00:00 AM,4.06
63rd Street Weather Station,04/13/2016 05:00:00 AM,5.1
Oak Street Weather Station,04/13/2016 06:00:00 AM,5.0
Foster Weather Station,04/13/2016 06:00:00 AM,3.89
63rd Street Weather Station,04/13/2016 06:00:00 AM,5.2
Oak Street Weather Station,04/13/2016 07:00:00 AM,5.1
Foster Weather Station,04/13/2016 07:00:00 AM,4.06
63rd Street Weather Station,04/13/2016 07:00:00 AM,5.3
Oak Street Weather Station,04/13/2016 08:00:00 AM,6.6
Foster Weather Station,04/13/2016 08:00:00 AM,4.56
63rd Street Weather Station,04/13/2016 08:00:00 AM,6.3
Foster Weather Station,04/13/2016 09:00:00 AM,5.06
63rd Street Weather Station,04/13/2016 09:00:00 AM,8.4
Oak Street Weather Station,04/13/2016 09:00:00 AM,6.5
Foster Weather Station,04/13/2016 10:00:00 AM,5.28
63rd Street Weather Station,04/13/2016 10:00:00 AM,9.4
Oak Street Weather Station,04/13/2016 10:00:00 AM,6.0
Foster Weather Station,04/13/2016 11:00:00 AM,5.89
63rd Street Weather Station,04/13/2016 11:00:00 AM,7.6
Oak Street Weather Station,04/13/2016 11:00:00 AM,6.1
63rd Street Weather Station,04/13/2016 12:00:00 PM,6.5
Foster Weather Station,04/13/2016 12:00:00 PM,5.78
Oak Street Weather Station,04/13/2016 12:00:00 PM,7.3
Oak Street Weather Station,04/13/2016 01:00:00 PM,7.1
Foster Weather Station,04/13/2016 01:00:00 PM,6.0
63rd Street Weather Station,04/13/2016 01:00:00 PM,7.4
63rd Street Weather Station,04/13/2016 02:00:00 PM,6.8
Foster Weather Station,04/13/2016 02:00:00 PM,4.89
63rd Street Weather Station,04/13/2016 03:00:00 PM,6.0
Foster Weather Station,04/13/2016 03:00:00 PM,5.28
Oak Street Weather Station,04/13/2016 03:00:00 PM,6.2
63rd Street Weather Station,04/13/2016 04:00:00 PM,6.4
Oak Street Weather Station,04/13/2016 04:00:00 PM,7.0
Foster Weather Station,04/13/2016 04:00:00 PM,5.56
Foster Weather Station,04/13/2016 05:00:00 PM,5.5
Oak Street Weather Station,04/13/2016 05:00:00 PM,6.4
63rd Street Weather Station,04/13/2016 05:00:00 PM,6.6
63rd Street Weather Station,04/13/2016 06:00:00 PM,6.7
Oak Street Weather Station,04/13/2016 06:00:00 PM,7.3
Foster Weather Station,04/13/2016 06:00:00 PM,5.56
Foster Weather Station,04/13/2016 07:00:00 PM,5.78
Oak Street Weather Station,04/13/2016 07:00:00 PM,6.9
63rd Street Weather Station,04/13/2016 07:00:00 PM,6.5
Oak Street Weather Station,04/13/2016 08:00:00 PM,6.7
Foster Weather Station,04/13/2016 08:00:00 PM,5.78
63rd Street Weather Station,04/13/2016 08:00:00 PM,6.7
Foster Weather Station,04/13/2016 09:00:00 PM,6.17
Oak Street Weather Station,04/13/2016 09:00:00 PM,8.1
63rd Street Weather Station,04/13/2016 09:00:00 PM,6.6
63rd Street Weather Station,04/13/2016 10:00:00 PM,7.3
Foster Weather Station,04/13/2016 10:00:00 PM,5.67
63rd Street Weather Station,04/13/2016 11:00:00 PM,7.4
Oak Street Weather Station,04/13/2016 11:00:00 PM,8.8
Foster Weather Station,04/13/2016 11:00:00 PM,6.89
Oak Street Weather Station,04/14/2016 12:00:00 AM,9.7
Foster Weather Station,04/14/2016 12:00:00 AM,6.67
63rd Street Weather Station,04/14/2016 12:00:00 AM,7.4
Foster Weather Station,04/14/2016 01:00:00 AM,6.78
63rd Street Weather Station,04/14/2016 01:00:00 AM,8.2
Oak Street Weather Station,04/14/2016 01:00:00 AM,9.7
Oak Street Weather Station,04/14/2016 02:00:00 AM,8.8
63rd Street Weather Station,04/14/2016 02:00:00 AM,7.8
Foster Weather Station,04/14/2016 02:00:00 AM,6.67
Foster Weather Station,04/14/2016 03:00:00 AM,6.5
63rd Street Weather Station,04/14/2016 03:00:00 AM,7.5
Oak Street Weather Station,04/14/2016 03:00:00 AM,8.1
Foster Weather Station,04/14/2016 04:00:00 AM,5.89
Oak Street Weather Station,04/14/2016 04:00:00 AM,7.1
63rd Street Weather Station,04/14/2016 04:00:00 AM,6.9
63rd Street Weather Station,04/14/2016 05:00:00 AM,6.3
Foster Weather Station,04/14/2016 05:00:00 AM,5.39
Oak Street Weather Station,04/14/2016 05:00:00 AM,6.4
Oak Street Weather Station,04/14/2016 06:00:00 AM,5.8
Foster Weather Station,04/14/2016 06:00:00 AM,5.06
63rd Street Weather Station,04/14/2016 06:00:00 AM,5.8
63rd Street Weather Station,04/14/2016 07:00:00 AM,6.1
Foster Weather Station,04/14/2016 07:00:00 AM,4.78
Oak Street Weather Station,04/14/2016 07:00:00 AM,6.2
Oak Street Weather Station,04/14/2016 08:00:00 AM,6.9
Foster Weather Station,04/14/2016 08:00:00 AM,5.28
63rd Street Weather Station,04/14/2016 08:00:00 AM,6.5
63rd Street Weather Station,04/14/2016 09:00:00 AM,6.3
Foster Weather Station,04/14/2016 09:00:00 AM,5.5
Oak Street Weather Station,04/14/2016 09:00:00 AM,6.4
63rd Street Weather Station,04/14/2016 10:00:00 AM,6.5
Foster Weather Station,04/14/2016 10:00:00 AM,5.56
Oak Street Weather Station,04/14/2016 10:00:00 AM,6.6
Oak Street Weather Station,04/14/2016 11:00:00 AM,6.3
Foster Weather Station,04/14/2016 11:00:00 AM,5.67
63rd Street Weather Station,04/14/2016 11:00:00 AM,6.9
Oak Street Weather Station,04/14/2016 12:00:00 PM,6.5
63rd Street Weather Station,04/14/2016 12:00:00 PM,6.7
Foster Weather Station,04/14/2016 12:00:00 PM,5.39
Oak Street Weather Station,04/14/2016 01:00:00 PM,7.1
63rd Street Weather Station,04/14/2016 01:00:00 PM,6.9
Foster Weather Station,04/14/2016 01:00:00 PM,6.17
Foster Weather Station,04/14/2016 02:00:00 PM,6.89
63rd Street Weather Station,04/14/2016 02:00:00 PM,8.2
Oak Street Weather Station,04/14/2016 02:00:00 PM,9.0
Foster Weather Station,04/14/2016 03:00:00 PM,7.06
Oak Street Weather Station,04/14/2016 03:00:00 PM,8.9
63rd Street Weather Station,04/14/2016 03:00:00 PM,8.2
Oak Street Weather Station,04/14/2016 04:00:00 PM,9.1
63rd Street Weather Station,04/14/2016 04:00:00 PM,9.1
Foster Weather Station,04/14/2016 04:00:00 PM,7.06
Foster Weather Station,04/14/2016 05:00:00 PM,6.5
Oak Street Weather Station,04/14/2016 05:00:00 PM,8.2
63rd Street Weather Station,04/14/2016 05:00:00 PM,8.5
63rd Street Weather Station,04/14/2016 06:00:00 PM,8.4
Foster Weather Station,04/14/2016 06:00:00 PM,7.17
Oak Street Weather Station,04/14/2016 06:00:00 PM,8.6
Foster Weather Station,04/14/2016 07:00:00 PM,7.06
Oak Street Weather Station,04/14/2016 07:00:00 PM,8.8
63rd Street Weather Station,04/14/2016 07:00:00 PM,8.5
Foster Weather Station,04/14/2016 08:00:00 PM,6.89
Oak Street Weather Station,04/14/2016 08:00:00 PM,8.4
63rd Street Weather Station,04/14/2016 08:00:00 PM,7.7
Foster Weather Station,04/14/2016 09:00:00 PM,6.67
Oak Street Weather Station,04/14/2016 09:00:00 PM,8.9
63rd Street Weather Station,04/14/2016 09:00:00 PM,7.7
63rd Street Weather Station,04/14/2016 10:00:00 PM,7.7
Oak Street Weather Station,04/14/2016 10:00:00 PM,8.4
Foster Weather Station,04/14/2016 10:00:00 PM,6.56
63rd Street Weather Station,04/14/2016 11:00:00 PM,7.7
Oak Street Weather Station,04/14/2016 11:00:00 PM,8.8
Foster Weather Station,04/14/2016 11:00:00 PM,6.67
63rd Street Weather Station,04/15/2016 12:00:00 AM,9.5
Oak Street Weather Station,04/15/2016 12:00:00 AM,11.3
Foster Weather Station,04/15/2016 12:00:00 AM,6.67
Foster Weather Station,04/15/2016 01:00:00 AM,8.0
63rd Street Weather Station,04/15/2016 01:00:00 AM,8.8
Oak Street Weather Station,04/15/2016 01:00:00 AM,11.0
63rd Street Weather Station,04/15/2016 02:00:00 AM,7.9
Foster Weather Station,04/15/2016 02:00:00 AM,7.39
Oak Street Weather Station,04/15/2016 02:00:00 AM,10.0
Foster Weather Station,04/15/2016 03:00:00 AM,7.06
63rd Street Weather Station,04/15/2016 03:00:00 AM,7.7
Oak Street Weather Station,04/15/2016 03:00:00 AM,8.8
63rd Street Weather Station,04/15/2016 04:00:00 AM,7.2
Oak Street Weather Station,04/15/2016 04:00:00 AM,8.5
Foster Weather Station,04/15/2016 04:00:00 AM,6.78
Oak Street Weather Station,04/15/2016 05:00:00 AM,8.3
Foster Weather Station,04/15/2016 05:00:00 AM,6.5
63rd Street Weather Station,04/15/2016 05:00:00 AM,7.3
Foster Weather Station,04/15/2016 06:00:00 AM,6.17
Oak Street Weather Station,04/15/2016 06:00:00 AM,7.8
63rd Street Weather Station,04/15/2016 06:00:00 AM,7.1
63rd Street Weather Station,04/15/2016 07:00:00 AM,7.1
Oak Street Weather Station,04/15/2016 07:00:00 AM,7.5
Foster Weather Station,04/15/2016 07:00:00 AM,6.06
Foster Weather Station,04/15/2016 08:00:00 AM,6.5
63rd Street Weather Station,04/15/2016 08:00:00 AM,7.1
Oak Street Weather Station,04/15/2016 08:00:00 AM,7.7
63rd Street Weather Station,04/15/2016 09:00:00 AM,7.0
Oak Street Weather Station,04/15/2016 09:00:00 AM,7.2
