Station Name,Measurement Timestamp,Air Temperature
63rd Street Weather Station,08/14/2016 10:00:00 AM,25.1
Oak Street Weather Station,08/14/2016 10:00:00 AM,24.5
Foster Weather Station,08/14/2016 10:00:00 AM,23.56
Oak Street Weather Station,08/14/2016 11:00:00 AM,25.0
Foster Weather Station,08/14/2016 11:00:00 AM,24.89
63rd Street Weather Station,08/14/2016 11:00:00 AM,24.9
Oak Street Weather Station,08/14/2016 12:00:00 PM,25.4
Foster Weather Station,08/14/2016 12:00:00 PM,24.17
63rd Street Weather Station,08/14/2016 12:00:00 PM,25.0
63rd Street Weather Station,08/14/2016 01:00:00 PM,24.9
Oak Street Weather Station,08/14/2016 01:00:00 PM,25.5
Foster Weather Station,08/14/2016 01:00:00 PM,25.28
Oak Street Weather Station,08/14/2016 02:00:00 PM,25.7
Foster Weather Station,08/14/2016 02:00:00 PM,24.89
63rd Street Weather Station,08/14/2016 02:00:00 PM,25.4
Oak Street Weather Station,08/14/2016 03:00:00 PM,25.7
Foster Weather Station,08/14/2016 03:00:00 PM,26.17
63rd Street Weather Station,08/14/2016 03:00:00 PM,25.1
63rd Street Weather Station,08/14/2016 04:00:00 PM,25.1
Oak Street Weather Station,08/14/2016 04:00:00 PM,25.5
Foster Weather Station,08/14/2016 04:00:00 PM,24.89
Oak Street Weather Station,08/14/2016 05:00:00 PM,25.4
Foster Weather Station,08/14/2016 05:00:00 PM,24.67
63rd Street Weather Station,08/14/2016 05:00:00 PM,25.4
Foster Weather Station,08/14/2016 06:00:00 PM,24.67
Oak Street Weather Station,08/14/2016 06:00:00 PM,25.6
63rd Street Weather Station,08/14/2016 06:00:00 PM,25.1
Oak Street Weather Station,08/14/2016 07:00:00 PM,25.3
63rd Street Weather Station,08/14/2016 07:00:00 PM,26.0
Foster Weather Station,08/14/2016 07:00:00 PM,24.39
Oak Street Weather Station,08/14/2016 08:00:00 PM,25.3
63rd Street Weather Station,08/14/2016 08:00:00 PM,26.9
Foster Weather Station,08/14/2016 08:00:00 PM,24.28
Oak Street Weather Station,08/14/2016 09:00:00 PM,25.0
Foster Weather Station,08/14/2016 09:00:00 PM,24.0
63rd Street Weather Station,08/14/2016 09:00:00 PM,26.2
Foster Weather Station,08/14/2016 10:00:00 PM,23.89
Oak Street Weather Station,08/14/2016 10:00:00 PM,25.7
63rd Street Weather Station,08/14/2016 10:00:00 PM,25.5
63rd Street Weather Station,08/14/2016 11:00:00 PM,24.9
Oak Street Weather Station,08/14/2016 11:00:00 PM,25.9
Foster Weather Station,08/14/2016 11:00:00 PM,24.06
Foster Weather Station,08/15/2016 12:00:00 AM,24.06
63rd Street Weather Station,08/15/2016 12:00:00 AM,24.0
Oak Street Weather Station,08/15/2016 12:00:00 AM,26.0
Oak Street Weather Station,08/15/2016 01:00:00 AM,25.3
Foster Weather Station,08/15/2016 01:00:00 AM,23.67
63rd Street Weather Station,08/15/2016 01:00:00 AM,23.7
Foster Weather Station,08/15/2016 02:00:00 AM,23.56
Oak Street Weather Station,08/15/2016 02:00:00 AM,24.5
63rd Street Weather Station,08/15/2016 02:00:00 AM,23.3
Oak Street Weather Station,08/15/2016 03:00:00 AM,24.3
Foster Weather Station,08/15/2016 03:00:00 AM,23.06
63rd Street Weather Station,08/15/2016 03:00:00 AM,22.7
63rd Street Weather Station,08/15/2016 04:00:00 AM,22.5
Foster Weather Station,08/15/2016 04:00:00 AM,22.78
Oak Street Weather Station,08/15/2016 04:00:00 AM,24.4
Foster Weather Station,08/15/2016 05:00:00 AM,22.28
Oak Street Weather Station,08/15/2016 05:00:00 AM,23.7
63rd Street Weather Station,08/15/2016 05:00:00 AM,22.7
Oak Street Weather Station,08/15/2016 06:00:00 AM,23.5
Foster Weather Station,08/15/2016 06:00:00 AM,22.17
63rd Street Weather Station,08/15/2016 06:00:00 AM,22.6
63rd Street Weather Station,08/15/2016 07:00:00 AM,22.7
Foster Weather Station,08/15/2016 07:00:00 AM,22.56
63rd Street Weather Station,08/15/2016 08:00:00 AM,23.1
Oak Street Weather Station,08/15/2016 08:00:00 AM,24.1
Foster Weather Station,08/15/2016 08:00:00 AM,23.0
Foster Weather Station,08/15/2016 09:00:00 AM,23.28
63rd Street Weather Station,08/15/2016 09:00:00 AM,23.8
Oak Street Weather Station,08/15/2016 09:00:00 AM,24.1
Foster Weather Station,08/15/2016 10:00:00 AM,23.56
Oak Street Weather Station,08/15/2016 10:00:00 AM,24.3
63rd Street Weather Station,08/15/2016 10:00:00 AM,23.6
63rd Street Weather Station,08/15/2016 11:00:00 AM,23.4
Foster Weather Station,08/15/2016 11:00:00 AM,23.5
Oak Street Weather Station,08/15/2016 11:00:00 AM,24.0
Oak Street Weather Station,08/15/2016 12:00:00 PM,24.0
Foster Weather Station,08/15/2016 12:00:00 PM,23.0
63rd Street Weather Station,08/15/2016 12:00:00 PM,23.9
63rd Street Weather Station,08/15/2016 01:00:00 PM,23.2
Oak Street Weather Station,08/15/2016 01:00:00 PM,24.3
Foster Weather Station,08/15/2016 01:00:00 PM,23.5
Oak Street Weather Station,08/15/2016 02:00:00 PM,24.2
Foster Weather Station,08/15/2016 02:00:00 PM,23.39
63rd Street Weather Station,08/15/2016 02:00:00 PM,23.3
Foster Weather Station,08/15/2016 03:00:00 PM,23.0
Oak Street Weather Station,08/15/2016 03:00:00 PM,24.0
63rd Street Weather Station,08/15/2016 03:00:00 PM,23.4
63rd Street Weather Station,08/15/2016 04:00:00 PM,23.5
Foster Weather Station,08/15/2016 04:00:00 PM,23.17
Oak Street Weather Station,08/15/2016 04:00:00 PM,24.2
Foster Weather Station,08/15/2016 05:00:00 PM,23.0
63rd Street Weather Station,08/15/2016 05:00:00 PM,23.0
Oak Street Weather Station,08/15/2016 05:00:00 PM,23.8
Oak Street Weather Station,08/15/2016 06:00:00 PM,22.4
Foster Weather Station,08/15/2016 06:00:00 PM,22.5
63rd Street Weather Station,08/15/2016 06:00:00 PM,22.4
Foster Weather Station,08/15/2016 07:00:00 PM,22.06
Oak Street Weather Station,08/15/2016 07:00:00 PM,22.5
63rd Street Weather Station,08/15/2016 07:00:00 PM,22.3
63rd Street Weather Station,08/15/2016 08:00:00 PM,22.4
Oak Street Weather Station,08/15/2016 08:00:00 PM,22.5
Foster Weather Station,08/15/2016 08:00:00 PM,22.17
Foster Weather Station,08/15/2016 09:00:00 PM,22.17
Oak Street Weather Station,08/15/2016 09:00:00 PM,22.7
63rd Street Weather Station,08/15/2016 09:00:00 PM,22.4
Foster Weather Station,08/15/2016 10:00:00 PM,22.17
Oak Street Weather Station,08/15/2016 10:00:00 PM,22.6
63rd Street Weather Station,08/15/2016 10:00:00 PM,22.2
63rd Street Weather Station,08/15/2016 11:00:00 PM,22.3
Foster Weather Station,08/15/2016 11:00:00 PM,22.5
Oak Street Weather Station,08/15/2016 11:00:00 PM,23.0
63rd Street Weather Station,08/16/2016 12:00:00 AM,22.4
Foster Weather Station,08/16/2016 12:00:00 AM,22.39
Oak Street Weather Station,08/16/2016 12:00:00 AM,22.5
Foster Weather Station,08/16/2016 01:00:00 AM,22.0
63rd Street Weather Station,08/16/2016 01:00:00 AM,22.4
Oak Street Weather Station,08/16/2016 01:00:00 AM,22.5
63rd Street Weather Station,08/16/2016 02:00:00 AM,22.9
Oak Street Weather Station,08/16/2016 02:00:00 AM,22.3
Foster Weather Station,08/16/2016 02:00:00 AM,21.78
Foster Weather Station,08/16/2016 03:00:00 AM,21.56
63rd Street Weather Station,08/16/2016 03:00:00 AM,22.3
Oak Street Weather Station,08/16/2016 03:00:00 AM,22.3
63rd Street Weather Station,08/16/2016 04:00:00 AM,22.0
Oak Street Weather Station,08/16/2016 04:00:00 AM,21.7
Foster Weather Station,08/16/2016 04:00:00 AM,21.78
Oak Street Weather Station,08/16/2016 05:00:00 AM,22.3
63rd Street Weather Station,08/16/2016 05:00:00 AM,21.6
Foster Weather Station,08/16/2016 05:00:00 AM,21.78
63rd Street Weather Station,08/16/2016 06:00:00 AM,22.1
Oak Street Weather Station,08/16/2016 06:00:00 AM,22.5
Foster Weather Station,08/16/2016 06:00:00 AM,22.0
Foster Weather Station,08/16/2016 07:00:00 AM,22.17
63rd Street Weather Station,08/16/2016 07:00:00 AM,22.4
Oak Street Weather Station,08/16/2016 07:00:00 AM,23.2
Oak Street Weather Station,08/16/2016 08:00:00 AM,23.7
63rd Street Weather Station,08/16/2016 08:00:00 AM,23.6
Foster Weather Station,08/16/2016 08:00:00 AM,22.89
Oak Street Weather Station,08/16/2016 09:00:00 AM,24.0
63rd Street Weather Station,08/16/2016 09:00:00 AM,23.7
Foster Weather Station,08/16/2016 09:00:00 AM,23.39
Oak Street Weather Station,08/16/2016 10:00:00 AM,25.0
63rd Street Weather Station,08/16/2016 10:00:00 AM,24.8
Foster Weather Station,08/16/2016 10:00:00 AM,24.56
Foster Weather Station,08/16/2016 11:00:00 AM,24.06
Oak Street Weather Station,08/16/2016 11:00:00 AM,24.2
63rd Street Weather Station,08/16/2016 11:00:00 AM,24.6
Oak Street Weather Station,08/16/2016 12:00:00 PM,24.9
Foster Weather Station,08/16/2016 12:00:00 PM,24.17
63rd Street Weather Station,08/16/2016 12:00:00 PM,24.5
Foster Weather Station,08/16/2016 01:00:00 PM,24.28
63rd Street Weather Station,08/16/2016 01:00:00 PM,25.0
Oak Street Weather Station,08/16/2016 01:00:00 PM,25.5
Oak Street Weather Station,08/16/2016 02:00:00 PM,25.3
Foster Weather Station,08/16/2016 02:00:00 PM,24.17
63rd Street Weather Station,08/16/2016 02:00:00 PM,25.2
Oak Street Weather Station,08/16/2016 03:00:00 PM,25.9
63rd Street Weather Station,08/16/2016 03:00:00 PM,24.9
Foster Weather Station,08/16/2016 03:00:00 PM,25.39
Foster Weather Station,08/16/2016 04:00:00 PM,25.06
63rd Street Weather Station,08/16/2016 04:00:00 PM,25.6
Oak Street Weather Station,08/16/2016 04:00:00 PM,25.6
63rd Street Weather Station,08/16/2016 05:00:00 PM,25.5
Oak Street Weather Station,08/16/2016 05:00:00 PM,25.5
Foster Weather Station,08/16/2016 05:00:00 PM,24.67
Oak Street Weather Station,08/16/2016 06:00:00 PM,25.9
Foster Weather Station,08/16/2016 06:00:00 PM,24.39
63rd Street Weather Station,08/16/2016 06:00:00 PM,25.3
63rd Street Weather Station,08/16/2016 07:00:00 PM,24.9
Foster Weather Station,08/16/2016 07:00:00 PM,24.06
Oak Street Weather Station,08/16/2016 07:00:00 PM,25.7
Oak Street Weather Station,08/16/2016 08:00:00 PM,25.4
Foster Weather Station,08/16/2016 08:00:00 PM,23.67
63rd Street Weather Station,08/16/2016 08:00:00 PM,25.1
63rd Street Weather Station,08/16/2016 09:00:00 PM,25.8
Foster Weather Station,08/16/2016 09:00:00 PM,24.0
Oak Street Weather Station,08/16/2016 10:00:00 PM,26.1
Foster Weather Station,08/16/2016 10:00:00 PM,24.56
63rd Street Weather Station,08/16/2016 10:00:00 PM,25.5
Foster Weather Station,08/16/2016 11:00:00 PM,25.5
Oak Street Weather Station,08/16/2016 11:00:00 PM,26.1
63rd Street Weather Station,08/16/2016 11:00:00 PM,24.9
63rd Street Weather Station,08/17/2016 12:00:00 AM,24.3
Foster Weather Station,08/17/2016 12:00:00 AM,25.28
Oak Street Weather Station,08/17/2016 12:00:00 AM,26.2
Foster Weather Station,08/17/2016 01:00:00 AM,24.78
Oak Street Weather Station,08/17/2016 01:00:00 AM,25.8
63rd Street Weather Station,08/17/2016 01:00:00 AM,23.9
Oak Street Weather Station,08/17/2016 02:00:00 AM,25.5
Foster Weather Station,08/17/2016 02:00:00 AM,24.17
63rd Street Weather Station,08/17/2016 02:00:00 AM,23.5
Oak Street Weather Station,08/17/2016 03:00:00 AM,25.0
Foster Weather Station,08/17/2016 03:00:00 AM,23.78
63rd Street Weather Station,08/17/2016 03:00:00 AM,23.0
Oak Street Weather Station,08/17/2016 04:00:00 AM,25.0
Foster Weather Station,08/17/2016 04:00:00 AM,23.28
63rd Street Weather Station,08/17/2016 04:00:00 AM,22.6
Oak Street Weather Station,08/17/2016 05:00:00 AM,24.4
Foster Weather Station,08/17/2016 05:00:00 AM,22.78
63rd Street Weather Station,08/17/2016 05:00:00 AM,22.2
63rd Street Weather Station,08/17/2016 06:00:00 AM,21.9
Oak Street Weather Station,08/17/2016 06:00:00 AM,24.1
Foster Weather Station,08/17/2016 06:00:00 AM,22.5
Oak Street Weather Station,08/17/2016 07:00:00 AM,24.8
63rd Street Weather Station,08/17/2016 07:00:00 AM,22.7
Foster Weather Station,08/17/2016 07:00:00 AM,22.56
63rd Street Weather Station,08/17/2016 08:00:00 AM,24.3
Oak Street Weather Station,08/17/2016 08:00:00 AM,25.1
Foster Weather Station,08/17/2016 08:00:00 AM,24.0
63rd Street Weather Station,08/17/2016 09:00:00 AM,26.0
Foster Weather Station,08/17/2016 09:00:00 AM,25.06
Oak Street Weather Station,08/17/2016 09:00:00 AM,26.0
Oak Street Weather Station,08/17/2016 10:00:00 AM,26.6
63rd Street Weather Station,08/17/2016 10:00:00 AM,26.4
Foster Weather Station,08/17/2016 10:00:00 AM,26.56
Oak Street Weather Station,08/17/2016 11:00:00 AM,28.3
63rd Street Weather Station,08/17/2016 11:00:00 AM,28.0
Foster Weather Station,08/17/2016 11:00:00 AM,27.5
63rd Street Weather Station,08/17/2016 12:00:00 PM,28.7
Oak Street Weather Station,08/17/2016 12:00:00 PM,29.5
Foster Weather Station,08/17/2016 12:00:00 PM,28.0
Oak Street Weather Station,08/17/2016 01:00:00 PM,30.6
63rd Street Weather Station,08/17/2016 01:00:00 PM,29.1
Foster Weather Station,08/17/2016 01:00:00 PM,29.17
Foster Weather Station,08/17/2016 02:00:00 PM,30.06
63rd Street Weather Station,08/17/2016 02:00:00 PM,29.3
Oak Street Weather Station,08/17/2016 02:00:00 PM,30.8
Foster Weather Station,08/17/2016 03:00:00 PM,26.28
63rd Street Weather Station,08/17/2016 03:00:00 PM,29.5
Oak Street Weather Station,08/17/2016 03:00:00 PM,27.8
63rd Street Weather Station,08/17/2016 04:00:00 PM,29.7
Oak Street Weather Station,08/17/2016 04:00:00 PM,27.5
Foster Weather Station,08/17/2016 04:00:00 PM,26.06
63rd Street Weather Station,08/17/2016 05:00:00 PM,26.4
Foster Weather Station,08/17/2016 05:00:00 PM,25.5
Oak Street Weather Station,08/17/2016 05:00:00 PM,25.3
Oak Street Weather Station,08/17/2016 06:00:00 PM,25.7
Foster Weather Station,08/17/2016 06:00:00 PM,25.5
63rd Street Weather Station,08/17/2016 06:00:00 PM,25.6
Oak Street Weather Station,08/17/2016 07:00:00 PM,27.5
Foster Weather Station,08/17/2016 07:00:00 PM,26.78
63rd Street Weather Station,08/17/2016 07:00:00 PM,25.1
Foster Weather Station,08/17/2016 08:00:00 PM,26.78
Oak Street Weather Station,08/17/2016 08:00:00 PM,27.7
63rd Street Weather Station,08/17/2016 08:00:00 PM,26.0
63rd Street Weather Station,08/17/2016 09:00:00 PM,26.3
Oak Street Weather Station,08/17/2016 09:00:00 PM,27.3
Foster Weather Station,08/17/2016 09:00:00 PM,26.17
Foster Weather Station,08/17/2016 10:00:00 PM,24.0
Oak Street Weather Station,08/17/2016 10:00:00 PM,25.8
63rd Street Weather Station,08/17/2016 10:00:00 PM,24.8
Foster Weather Station,08/17/2016 11:00:00 PM,24.0
Oak Street Weather Station,08/17/2016 11:00:00 PM,26.0
63rd Street Weather Station,08/17/2016 11:00:00 PM,24.7
Oak Street Weather Station,08/18/2016 12:00:00 AM,25.9
Foster Weather Station,08/18/2016 12:00:00 AM,23.89
63rd Street Weather Station,08/18/2016 12:00:00 AM,24.9
63rd Street Weather Station,08/18/2016 01:00:00 AM,24.4
Foster Weather Station,08/18/2016 01:00:00 AM,23.67
Oak Street Weather Station,08/18/2016 01:00:00 AM,26.1
Oak Street Weather Station,08/18/2016 02:00:00 AM,25.5
Foster Weather Station,08/18/2016 02:00:00 AM,24.28
Foster Weather Station,08/18/2016 03:00:00 AM,24.56
Oak Street Weather Station,08/18/2016 03:00:00 AM,25.8
63rd Street Weather Station,08/18/2016 03:00:00 AM,23.6
Oak Street Weather Station,08/18/2016 04:00:00 AM,25.7
63rd Street Weather Station,08/18/2016 04:00:00 AM,23.6
Foster Weather Station,08/18/2016 04:00:00 AM,24.28
63rd Street Weather Station,08/18/2016 05:00:00 AM,23.6
Oak Street Weather Station,08/18/2016 05:00:00 AM,25.7
Foster Weather Station,08/18/2016 05:00:00 AM,24.06
Foster Weather Station,08/18/2016 06:00:00 AM,24.17
63rd Street Weather Station,08/18/2016 06:00:00 AM,23.8
Oak Street Weather Station,08/18/2016 06:00:00 AM,25.1
63rd Street Weather Station,08/18/2016 07:00:00 AM,23.9
Foster Weather Station,08/18/2016 07:00:00 AM,21.39
Oak Street Weather Station,08/18/2016 07:00:00 AM,23.1
Oak Street Weather Station,08/18/2016 08:00:00 AM,21.9
Foster Weather Station,08/18/2016 08:00:00 AM,21.17
63rd Street Weather Station,08/18/2016 08:00:00 AM,20.9
Oak Street Weather Station,08/18/2016 09:00:00 AM,22.5
Foster Weather Station,08/18/2016 09:00:00 AM,21.56
63rd Street Weather Station,08/18/2016 09:00:00 AM,21.3
Oak Street Weather Station,08/18/2016 10:00:00 AM,23.5
Foster Weather Station,08/18/2016 10:00:00 AM,22.89
63rd Street Weather Station,08/18/2016 10:00:00 AM,22.6
Foster Weather Station,08/18/2016 11:00:00 AM,25.78
63rd Street Weather Station,08/18/2016 11:00:00 AM,24.8
Oak Street Weather Station,08/18/2016 11:00:00 AM,25.9
63rd Street Weather Station,08/18/2016 12:00:00 PM,27.0
Oak Street Weather Station,08/18/2016 12:00:00 PM,28.1
Foster Weather Station,08/18/2016 12:00:00 PM,27.5
Foster Weather Station,08/18/2016 01:00:00 PM,28.5
63rd Street Weather Station,08/18/2016 01:00:00 PM,28.3
Oak Street Weather Station,08/18/2016 01:00:00 PM,29.4
63rd Street Weather Station,08/18/2016 02:00:00 PM,29.3
Oak Street Weather Station,08/18/2016 02:00:00 PM,30.5
Foster Weather Station,08/18/2016 02:00:00 PM,29.39
63rd Street Weather Station,08/18/2016 03:00:00 PM,28.8
Foster Weather Station,08/18/2016 03:00:00 PM,29.67
Oak Street Weather Station,08/18/2016 03:00:00 PM,29.9
Oak Street Weather Station,08/18/2016 04:00:00 PM,30.3
Foster Weather Station,08/18/2016 04:00:00 PM,30.0
63rd Street Weather Station,08/18/2016 04:00:00 PM,28.7
63rd Street Weather Station,08/18/2016 05:00:00 PM,28.5
Oak Street Weather Station,08/18/2016 05:00:00 PM,29.7
Foster Weather Station,08/18/2016 05:00:00 PM,29.56
63rd Street Weather Station,08/18/2016 06:00:00 PM,28.2
Foster Weather Station,08/18/2016 06:00:00 PM,29.39
Oak Street Weather Station,08/18/2016 06:00:00 PM,29.6
Foster Weather Station,08/18/2016 07:00:00 PM,28.06
63rd Street Weather Station,08/18/2016 07:00:00 PM,26.7
Oak Street Weather Station,08/18/2016 07:00:00 PM,28.5
63rd Street Weather Station,08/18/2016 08:00:00 PM,25.8
Foster Weather Station,08/18/2016 08:00:00 PM,27.5
Oak Street Weather Station,08/18/2016 08:00:00 PM,27.7
Foster Weather Station,08/18/2016 09:00:00 PM,26.17
Oak Street Weather Station,08/18/2016 09:00:00 PM,26.6
63rd Street Weather Station,08/18/2016 09:00:00 PM,25.1
63rd Street Weather Station,08/18/2016 10:00:00 PM,24.5
Foster Weather Station,08/18/2016 10:00:00 PM,25.28
Oak Street Weather Station,08/18/2016 10:00:00 PM,26.1
Foster Weather Station,08/18/2016 11:00:00 PM,24.56
Oak Street Weather Station,08/18/2016 11:00:00 PM,25.5
63rd Street Weather Station,08/18/2016 11:00:00 PM,23.7
63rd Street Weather Station,08/19/2016 12:00:00 AM,23.4
Oak Street Weather Station,08/19/2016 12:00:00 AM,24.0
Foster Weather Station,08/19/2016 12:00:00 AM,23.5
Oak Street Weather Station,08/19/2016 01:00:00 AM,24.1
63rd Street Weather Station,08/19/2016 01:00:00 AM,23.5
Foster Weather Station,08/19/2016 01:00:00 AM,23.06
63rd Street Weather Station,08/19/2016 02:00:00 AM,23.4
Oak Street Weather Station,08/19/2016 02:00:00 AM,24.3
Foster Weather Station,08/19/2016 02:00:00 AM,23.0
63rd Street Weather Station,08/19/2016 03:00:00 AM,23.0
Foster Weather Station,08/19/2016 03:00:00 AM,23.56
Oak Street Weather Station,08/19/2016 03:00:00 AM,25.4
Foster Weather Station,08/19/2016 04:00:00 AM,23.17
Oak Street Weather Station,08/19/2016 04:00:00 AM,23.8
63rd Street Weather Station,08/19/2016 04:00:00 AM,22.5
63rd Street Weather Station,08/19/2016 05:00:00 AM,22.1
Oak Street Weather Station,08/19/2016 05:00:00 AM,23.3
Foster Weather Station,08/19/2016 05:00:00 AM,22.5
63rd Street Weather Station,08/19/2016 06:00:00 AM,21.9
Oak Street Weather Station,08/19/2016 06:00:00 AM,23.2
Foster Weather Station,08/19/2016 06:00:00 AM,22.06
Foster Weather Station,08/19/2016 07:00:00 AM,22.0
Oak Street Weather Station,08/19/2016 07:00:00 AM,23.2
63rd Street Weather Station,08/19/2016 07:00:00 AM,22.1
Oak Street Weather Station,08/19/2016 08:00:00 AM,23.8
Foster Weather Station,08/19/2016 08:00:00 AM,22.67
63rd Street Weather Station,08/19/2016 08:00:00 AM,22.5
Oak Street Weather Station,08/19/2016 09:00:00 AM,25.1
Foster Weather Station,08/19/2016 09:00:00 AM,24.06
63rd Street Weather Station,08/19/2016 09:00:00 AM,24.8
Foster Weather Station,08/19/2016 10:00:00 AM,24.89
63rd Street Weather Station,08/19/2016 10:00:00 AM,25.2
Oak Street Weather Station,08/19/2016 10:00:00 AM,26.1
Foster Weather Station,08/19/2016 11:00:00 AM,20.67
63rd Street Weather Station,08/19/2016 11:00:00 AM,20.1
Oak Street Weather Station,08/19/2016 11:00:00 AM,21.5
Oak Street Weather Station,08/19/2016 12:00:00 PM,22.9
63rd Street Weather Station,08/19/2016 12:00:00 PM,21.4
Foster Weather Station,08/19/2016 12:00:00 PM,22.0
Oak Street Weather Station,08/19/2016 01:00:00 PM,24.3
63rd Street Weather Station,08/19/2016 01:00:00 PM,22.6
Foster Weather Station,08/19/2016 01:00:00 PM,23.17
Foster Weather Station,08/19/2016 02:00:00 PM,23.89
63rd Street Weather Station,08/19/2016 02:00:00 PM,24.5
Oak Street Weather Station,08/19/2016 02:00:00 PM,25.2
Oak Street Weather Station,08/19/2016 03:00:00 PM,26.8
Foster Weather Station,08/19/2016 03:00:00 PM,24.56
63rd Street Weather Station,08/19/2016 03:00:00 PM,25.1
Oak Street Weather Station,08/19/2016 04:00:00 PM,28.6
Foster Weather Station,08/19/2016 04:00:00 PM,26.56
63rd Street Weather Station,08/19/2016 04:00:00 PM,27.2
63rd Street Weather Station,08/19/2016 11:00:00 PM,24.5
Oak Street Weather Station,08/19/2016 11:00:00 PM,25.9
Foster Weather Station,08/19/2016 11:00:00 PM,25.0
Oak Street Weather Station,08/20/2016 12:00:00 AM,26.0
63rd Street Weather Station,08/20/2016 12:00:00 AM,24.1
Foster Weather Station,08/20/2016 12:00:00 AM,24.67
Oak Street Weather Station,08/20/2016 01:00:00 AM,25.6
63rd Street Weather Station,08/20/2016 01:00:00 AM,23.7
Foster Weather Station,08/20/2016 01:00:00 AM,24.5
Oak Street Weather Station,08/20/2016 02:00:00 AM,25.6
Foster Weather Station,08/20/2016 02:00:00 AM,24.28
63rd Street Weather Station,08/20/2016 02:00:00 AM,23.7
63rd Street Weather Station,08/20/2016 03:00:00 AM,23.4
Foster Weather Station,08/20/2016 03:00:00 AM,24.06
Oak Street Weather Station,08/20/2016 03:00:00 AM,24.9
63rd Street Weather Station,08/20/2016 04:00:00 AM,23.3
Oak Street Weather Station,08/20/2016 04:00:00 AM,24.2
Foster Weather Station,08/20/2016 04:00:00 AM,23.78
63rd Street Weather Station,08/20/2016 05:00:00 AM,23.3
Foster Weather Station,08/20/2016 05:00:00 AM,23.39
Oak Street Weather Station,08/20/2016 05:00:00 AM,23.7
Foster Weather Station,08/20/2016 06:00:00 AM,23.17
63rd Street Weather Station,08/20/2016 06:00:00 AM,23.3
Oak Street Weather Station,08/20/2016 06:00:00 AM,23.7
Oak Street Weather Station,08/20/2016 07:00:00 AM,23.9
63rd Street Weather Station,08/20/2016 07:00:00 AM,23.4
Foster Weather Station,08/20/2016 07:00:00 AM,23.17
Foster Weather Station,08/20/2016 08:00:00 AM,23.0
63rd Street Weather Station,08/20/2016 08:00:00 AM,23.6
Oak Street Weather Station,08/20/2016 08:00:00 AM,23.9
63rd Street Weather Station,08/20/2016 09:00:00 AM,22.9
Oak Street Weather Station,08/20/2016 09:00:00 AM,23.0
Foster Weather Station,08/20/2016 09:00:00 AM,22.28
Oak Street Weather Station,08/20/2016 10:00:00 AM,22.8
Foster Weather Station,08/20/2016 10:00:00 AM,22.0
63rd Street Weather Station,08/20/2016 10:00:00 AM,22.3
Foster Weather Station,08/20/2016 11:00:00 AM,22.56
Oak Street Weather Station,08/20/2016 11:00:00 AM,23.1
63rd Street Weather Station,08/20/2016 11:00:00 AM,21.5
63rd Street Weather Station,08/20/2016 12:00:00 PM,23.7
Oak Street Weather Station,08/20/2016 12:00:00 PM,24.5
Foster Weather Station,08/20/2016 12:00:00 PM,23.28
Oak Street Weather Station,08/20/2016 01:00:00 PM,25.4
63rd Street Weather Station,08/20/2016 01:00:00 PM,24.6
Foster Weather Station,08/20/2016 01:00:00 PM,24.56
Oak Street Weather Station,08/20/2016 02:00:00 PM,26.8
Foster Weather Station,08/20/2016 02:00:00 PM,26.06
63rd Street Weather Station,08/20/2016 02:00:00 PM,25.5
63rd Street Weather Station,08/20/2016 03:00:00 PM,26.6
Foster Weather Station,08/20/2016 03:00:00 PM,26.17
Oak Street Weather Station,08/20/2016 04:00:00 PM,26.7
Foster Weather Station,08/20/2016 04:00:00 PM,25.39
63rd Street Weather Station,08/20/2016 04:00:00 PM,26.3
Oak Street Weather Station,08/20/2016 05:00:00 PM,26.2
63rd Street Weather Station,08/20/2016 05:00:00 PM,26.0
Foster Weather Station,08/20/2016 05:00:00 PM,25.17
63rd Street Weather Station,08/20/2016 07:00:00 PM,22.7
Foster Weather Station,08/20/2016 07:00:00 PM,22.06
Oak Street Weather Station,08/20/2016 07:00:00 PM,22.5
63rd Street Weather Station,08/20/2016 08:00:00 PM,22.3
Foster Weather Station,08/20/2016 08:00:00 PM,21.39
Oak Street Weather Station,08/20/2016 08:00:00 PM,22.1
Oak Street Weather Station,08/20/2016 09:00:00 PM,22.1
63rd Street Weather Station,08/20/2016 09:00:00 PM,22.1
Foster Weather Station,08/20/2016 09:00:00 PM,21.06
Foster Weather Station,08/20/2016 10:00:00 PM,20.67
Oak Street Weather Station,08/20/2016 10:00:00 PM,21.6
63rd Street Weather Station,08/20/2016 10:00:00 PM,21.5
Oak Street Weather Station,08/20/2016 11:00:00 PM,20.8
Foster Weather Station,08/20/2016 11:00:00 PM,20.0
63rd Street Weather Station,08/20/2016 11:00:00 PM,20.6
Foster Weather Station,08/21/2016 12:00:00 AM,19.39
63rd Street Weather Station,08/21/2016 12:00:00 AM,20.2
Oak Street Weather Station,08/21/2016 12:00:00 AM,20.4
63rd Street Weather Station,08/21/2016 02:00:00 AM,18.9
Oak Street Weather Station,08/21/2016 02:00:00 AM,19.0
Foster Weather Station,08/21/2016 02:00:00 AM,18.17
Oak Street Weather Station,08/21/2016 03:00:00 AM,18.9
63rd Street Weather Station,08/21/2016 03:00:00 AM,18.5
Foster Weather Station,08/21/2016 03:00:00 AM,17.67
63rd Street Weather Station,08/21/2016 04:00:00 AM,18.1
Foster Weather Station,08/21/2016 04:00:00 AM,17.06
